No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
956|   SWIFT J1811.5-1925|272.8814|-19.4420|    9.36|                PSR J1811-1925|                               |272.8720|-19.4240|   30.08|   26.88|   33.39|  |   1.92|   1.73|   2.12|      1.11|     NA |        NA|  1        |         10|Pulsar
957|   SWIFT J1813.6-1753|273.3983|-17.8627|   13.15|               IGR J18135-1751|                               |273.3629|-17.8489|   42.74|   39.43|   46.13|  |   1.85|   1.71|   1.99|      0.67|     NA |        NA|  1        |         11|SNR
958|   SWIFT J1814.6-1709|273.6278|-17.1582|  197.75|                       GX 13+1|                               |273.6315|-17.1574|  362.17|  360.13|  364.21|  |   5.74|   5.71|   5.77|     37.03|     NA |        NA|  1        |         14|LMXB
959|   SWIFT J1815.1-1208|273.7734|-12.0961|  225.33|                    4U 1812-12|                               |273.7758|-12.0964|  627.92|  624.89|  630.95|  |   2.12|   2.11|   2.13|    118.58|     NA |        NA|  1        |         14|LMXB
960|   SWIFT J1816.0+4236|274.0494| 42.6337|   14.94|               UGC 11185 NED02|                               |274.0487| 42.6608|   26.00|   23.01|   29.11|  |   1.74|   1.59|   1.91|      2.27|  0.0412|     44.03|  1        |          5|Sy2
961|   SWIFT J1815.8-1403|274.0048|-14.0360|  812.93|                       GX 17+2|                               |274.0058|-14.0364| 1524.39| 1522.37| 1526.41|  |   5.38|   5.37|   5.38|   1760.40|     NA |        NA|  1        |         14|LMXB
962|   SWIFT J1816.1+4951|274.0592| 49.8633|   41.72|                        AM Her|                               |274.0555| 49.8678|   48.46|   46.59|   50.36|  |   2.94|   2.86|   3.02|      8.21|     NA |        NA|  1        |          9|CV
963|   SWIFT J1817.4-2510|274.3650|-25.1555|    6.49|               IGR J18173-2509|                               |274.3424|-25.1452|   14.02|   11.76|   16.34|  |   3.61|   3.16|   4.14|      1.45|     NA |        NA|  1        |          9|CV
964|   SWIFT J1817.8-3301|274.2433|-32.9369|    4.83|                 XTE J1817-330|                               |274.4314|-33.0188|    6.50|    4.89|    8.24|  |   4.25|   3.34|   5.52|      1.07|     NA |        NA|  1        |         14|LMXB
965|   SWIFT J1820.4-1433|275.3280|-14.6241|    0.23|               AX J1820.5-1434|                               |275.1255|-14.5731|    6.41|    3.17|    9.75|  |   1.63|   1.00|   2.45|      3.45|     NA |        NA|  1        |         13|HMXB
966|   SWIFT J1821.4-1320|275.3331|-13.3114|   10.44|         CXOU J182119.7-131838|                               |275.3320|-13.3108|   28.36|   25.48|   31.35|  |   2.26|   2.07|   2.47|      0.34|     NA |        NA|  1        |         13|HMXB
967|   SWIFT J1822.0+6421|275.4593| 64.3267|   16.36|                    H 1821+643|                               |275.4888| 64.3434|   20.40|   18.20|   22.71|  |   2.48|   2.31|   2.67|      1.08|  0.2970|     45.77|  1        |          4|Sy1.2
968|   SWIFT J1821.6+5953|275.3774| 59.9407|    7.49|       2MASX J18212680+5955209|                               |275.3619| 59.9225|   11.53|    8.71|   14.61|  |   1.84|   1.50|   2.22|      0.52|  0.0990|     44.47|  1        |          5|Sy2
969|   SWIFT J1823.7-3023|275.9185|-30.3607|  701.39|                    4U 1820-30|                               |275.9186|-30.3611|  916.40|  914.90|  917.91|  |   5.21|   5.20|   5.22|    655.58|     NA |        NA|  1        |         14|LMXB
970|   SWIFT J1824.3-5624|276.0732|-56.3779|   19.44|                       IC 4709|                               |276.0808|-56.3692|   36.64|   33.60|   39.73|  |   1.92|   1.80|   2.05|      2.30|  0.0169|     43.38|  1        |          5|Sy2
971|   SWIFT J1824.2+1845|276.0122| 18.7615|    7.07|       2MASX J18241083+1846088|                               |276.0451| 18.7691|   13.42|   10.48|   16.61|  |   1.89|   1.56|   2.23|      0.92|  0.0670|     44.18|  1        |          5|Sy1.9
972|   SWIFT J1824.4-1425|276.1069|-14.4204|    7.53|               IGR J18246-1425|                               |276.0990|-14.4154|   17.84|   15.57|   20.15|  |   3.12|   2.80|   3.46|      1.05|     NA |        NA|  1        |         13|HMXB/Pulsar
973|   SWIFT J1825.4+0000|276.3374| -0.0140|   36.38|                   4U 1822-000|                               |276.3421| -0.0122|   44.41|   43.03|   45.80|  |   5.46|   5.28|   5.64|      0.39|     NA |        NA|  1        |         14|LMXB
974|   SWIFT J1825.7+7215|276.4761| 72.1704|    4.93|                     LEDA61865|                               |276.3737| 72.1511|    6.46|    4.09|    9.24|  |   2.09|   1.55|   2.73|      1.27|  0.1108|     44.32|  1        |          5|Sy2
975|   SWIFT J1825.7-3705|276.4454|-37.1045|  379.88|                   4U 1822-371|                               |276.4450|-37.1053|  523.69|  521.93|  525.42|  |   3.62|   3.61|   3.63|   1475.85|     NA |        NA|  1        |         14|LMXB
976|   SWIFT J1826.1-0710|276.5107| -7.1605|    7.61|         1RXS J182557.5-071021|                               |276.4899| -7.1730|   15.14|   12.36|   18.11|  |   2.25|   1.96|   2.57|      0.26|  0.0370|     43.69|  1        |          5|Sy2
977|   SWIFT J1826.2-1452|276.5628|-14.8422|    7.99|               RX J1826.2-1450|                               |276.5630|-14.8480|   30.76|   26.92|   34.75|  |   1.45|   1.23|   1.67|      0.26|     NA |        NA|  1        |         13|HMXB
978|   SWIFT J1826.8+3254|276.6299| 32.8748|   12.63|       2MASX J18263239+3251300|                               |276.6350| 32.8583|   20.41|   17.61|   23.36|  |   2.06|   1.86|   2.27|      0.48|  0.0220|     43.36|  1        |          5|Sy2
979|   SWIFT J1829.4-2346|277.3672|-23.7967|  642.86|                 Ginga 1826-24|                               |277.3675|-23.7913| 1391.47| 1388.61| 1394.34|  |   2.39|   2.39|   2.39|    789.44|     NA |        NA|  1        |         14|LMXB
980|   SWIFT J1829.4+4846|277.4183| 48.7880|    9.99|                        3C 380|                               |277.3820| 48.7460|   18.14|   14.96|   21.51|  |   1.60|   1.35|   1.87|      0.85|  0.6920|     46.60|  1        |          7|BZQ
981|   SWIFT J1830.8+0928|277.7097|  9.4754|    6.75|       2MASX J18305065+0928414|                               |277.7110|  9.4783|   12.01|    9.03|   15.31|  |   2.04|   1.65|   2.47|      0.63|  0.0190|     43.00|  1        |          4|Sy1.8
982|   SWIFT J1833.7-1032|278.3876|-10.5669|   40.01|                SNR G21.5-00.9|                               |278.3833|-10.5600|   75.89|   72.92|   78.93|  |   2.18|   2.12|   2.25|      0.08|     NA |        NA|  1        |         11|SNR
983|   SWIFT J1833.7-2105|278.4246|-21.0591|   25.93|                   PKS 1830-21|                               |278.4162|-21.0611|   82.06|   78.23|   85.96|  |   1.46|   1.39|   1.54|      0.88|  2.5000|     48.62|  1        |          7|BZQ/Lense
984|   SWIFT J1835.0+3240|278.7605| 32.6953|   54.26|                        3C 382|                               |278.7641| 32.6963|   88.89|   86.00|   91.82|  |   2.02|   1.97|   2.07|      2.75|  0.0579|     44.87|  1        |          4|Sy1.2
985|   SWIFT J1835.6-3259|278.9302|-32.9874|   70.20|                   XB 1832-330|                               |278.9320|-32.9906|  126.86|  124.05|  129.72|  |   2.25|   2.21|   2.28|      1.12|     NA |        NA|  1        |         14|LMXB
986|   SWIFT J1836.9-5924|279.2129|-59.4341|   11.03|                    Fairall 49|                               |279.2429|-59.4024|   16.21|   13.85|   18.74|  |   2.53|   2.29|   2.81|      0.67|  0.0202|     43.19|  1        |          5|Sy1.9
987|   SWIFT J1837.9-0657|279.4884| -6.9047|   26.70|                PSR J1838-0655|                               |279.5130| -6.9259|   63.93|   60.33|   67.63|  |   1.69|   1.61|   1.78|      0.18|     NA |        NA|  1        |         10|Pulsar
988|   SWIFT J1838.4-6524|279.5936|-65.4323|   64.60|                   ESO 103-035|                               |279.5848|-65.4276|  108.28|  105.55|  111.06|  |   2.18|   2.14|   2.22|     23.51|  0.0133|     43.65|  1        |          5|Sy1.9
989|   SWIFT J1839.1-5717|279.7755|-57.2674|   10.59|     SWIFT J183905.82-571507.6|                               |279.7765|-57.2516|   15.16|   12.85|   17.65|  |   2.67|   2.39|   2.99|      0.82|     NA |        NA|  1        |         12|Unknown Star
990|   SWIFT J1840.0+0501|279.9888|  5.0354|  268.54|                       Ser X-1|                               |279.9896|  5.0358|  310.96|  309.65|  312.27|  |   5.81|   5.78|   5.83|     39.02|     NA |        NA|  1        |         14|LMXB
991|   SWIFT J1840.9-0536|280.2249| -5.6304|   11.74|               AX J1841.0-0535|                               |280.2518| -5.5963|   20.00|   17.17|   23.01|  |   2.43|   2.17|   2.71|      1.77|     NA |        NA|  1        |         13|HMXB
992|   SWIFT J1841.2-0458|280.3269| -4.9351|   33.24|                   1E 1841-045|                               |280.3306| -4.9364|   98.71|   94.68|  102.77|  |   1.32|   1.26|   1.38|      5.24|     NA |        NA|  1        |         10|Pulsar
993|   SWIFT J1842.5-1124|280.5239|-11.4673|   16.45|            SWIFT J1842.2-1124|                               |280.5729|-11.4172|   28.33|   25.55|   31.22|  |   2.33|   2.16|   2.50|      1.32|     NA |        NA|  1        |         15|XRB
994|   SWIFT J1842.0+7945|280.5450| 79.7739|   66.44|                      3C 390.3|                               |280.5375| 79.7714|  101.38|   98.72|  104.08|  |   1.96|   1.92|   2.00|      1.79|  0.0561|     44.89|  1        |          4|Sy1.5
995|   SWIFT J1844.5-6221|281.1998|-62.3789|   23.77|                    Fairall 51|                               |281.2249|-62.3648|   39.03|   36.27|   41.85|  |   2.18|   2.08|   2.29|      4.93|  0.0142|     43.26|  1        |          4|Sy1.5
996|   SWIFT J1844.9-0435|281.2482| -4.5442|   20.72|               AX J1845.0-0433|                               |281.2588| -4.5653|   34.23|   31.58|   36.98|  |   2.54|   2.40|   2.69|      2.65|     NA |        NA|  1        |         13|HMXB
997|   SWIFT J1845.7+0052|281.4134|  0.9001|   22.76|                Ginga 1843+009|                               |281.4039|  0.8637|   36.86|   34.26|   39.53|  |   2.50|   2.38|   2.63|      2.41|     NA |        NA|  1        |         13|HMXB
998|   SWIFT J1845.4+7211|281.4110| 72.2368|    7.17|                  CGCG 341-006|                               |281.3593| 72.1838|    8.69|    6.74|   10.85|  |   2.58|   2.23|   3.02|      1.14|  0.0463|     43.65|  1        |          5|Sy2
999|   SWIFT J1846.5-0257|281.5964| -2.9793|   21.42|               AX J1846.4-0258|                               |281.6020| -2.9740|   45.67|   42.26|   49.18|  |   1.89|   1.78|   2.01|      1.47|     NA |        NA|  1        |         10|Pulsar
1000|  SWIFT J1852.2+8424A|282.2205| 84.4611|    5.54|        SWIFT J185024.2+842240|                               |282.6010| 84.3778|    6.02|    4.06|    8.39| Y |   2.67|   2.07|   3.55|      1.99|  0.1831|     44.77|  1        |          4|Sy1
1001|  SWIFT J1852.2+8424B|281.0722| 84.4731|    4.86|         1RXS J184642.2+842506|                               |281.7184| 84.4184|    6.80|    4.49|    9.53| Y |   2.15|   1.63|   2.78|      0.80|  0.2254|     45.02|  1        |          4|Sy1
1002|   SWIFT J1848.0-7832|281.9624|-78.5426|    9.83|       2MASX J18470283-7831494|                               |281.7618|-78.5304|   15.83|   13.12|   18.75|  |   2.04|   1.79|   2.30|      0.85|  0.0741|     44.34|  1        |          4|Sy1
1003|   SWIFT J1848.2-0310|282.0710| -3.1725|   49.24|               IGR J18483-0311|                               |282.0750| -3.1617|   79.35|   76.84|   81.88|  |   2.67|   2.61|   2.73|      5.08|     NA |        NA|  1        |         13|HMXB
1004|   SWIFT J1848.4+0040|282.1523|  0.6218|    4.79|                 NOVA Aql 1918|                               |282.2275|  0.5841|    5.95|    4.39|    7.73|  |   3.91|   3.13|   4.96|      0.96|     NA |        NA|  1        |         12|Nova
1005|   SWIFT J1848.5-0046|282.1034| -0.7581|   11.26|               IGR J18485-0047|                               |282.1056| -0.7764|   20.84|   17.78|   24.10|  |   2.12|   1.88|   2.37|      0.32|     NA |        NA|  1        |          6|Other AGN
1006|   SWIFT J1849.1-0005|282.2554| -0.0110|   13.44|               IGR J18490-0000|                               |282.2570| -0.0219|   29.78|   26.31|   33.39|  |   1.76|   1.58|   1.93|      0.40|     NA |        NA|  1        |         10|Pulsar
1007|   SWIFT J1852.8+3002|283.2296| 30.0723|    7.46|   GALEXASCJ185249.68+300425.8|                               |283.2063| 30.0742|   12.12|    9.40|   15.09|  |   2.09|   1.77|   2.46|      1.07|  0.0573|     43.99|  1        |          5|Sy1.9
1008|   SWIFT J1853.0-0843|283.2761| -8.7047|   80.51|                   4U 1850-086|                               |283.2703| -8.7057|  135.78|  132.92|  138.68|  |   2.34|   2.30|   2.37|      1.39|     NA |        NA|  1        |         14|LMXB
1009|   SWIFT J1856.5-7851|283.5098|-78.8696|    5.99|                ESO 025- G 002|                               |283.6679|-78.8984|   11.58|    8.58|   14.85|  |   1.72|   1.36|   2.11|      0.88|  0.0289|     43.36|  1        |          4|Sy1
1010|   SWIFT J1855.0-3110|283.7627|-31.1571|   91.37|                     V1223 Sgr|                               |283.7593|-31.1635|  136.63|  134.43|  138.83|  |   2.92|   2.89|   2.95|     49.94|     NA |        NA|  1        |          9|CV
1011|   SWIFT J1855.5+0516|283.8532|  5.1815|    3.68|                            NA|                               |      NA|      NA|    6.51|    3.72|    9.86|  |   2.35|   1.58|   3.55|      0.98|     NA |        NA|  1        |          0|Unknown
1012|   SWIFT J1855.5-0237|283.8761| -2.6033|  125.82|                 XTE J1855-026|                               |283.8767| -2.6046|  207.89|  205.31|  210.48|  |   2.56|   2.54|   2.58|     81.25|     NA |        NA|  1        |         13|HMXB
1013|   SWIFT J1856.1+1539|284.0007| 15.6383|   16.74|       2MASX J18560128+1538059|                               |284.0021| 15.6320|   30.19|   27.29|   33.18|  |   2.11|   1.97|   2.26|      1.66|  0.0840|     44.74|  1        |          4|Sy1.2
1014|   SWIFT J1856.8+0519|284.2135|  5.3681|    8.85|                 XTE J1856+053|                               |284.1786|  5.3094|   18.49|   15.33|   21.85|  |   2.02|   1.75|   2.30|      2.55|     NA |        NA|  1        |         14|LMXB
1015|   SWIFT J1856.6-5443|284.1859|-54.7109|    8.95|       2MASX J18564935-5442298|                               |284.2058|-54.7083|   16.86|   13.99|   19.94|  |   2.02|   1.76|   2.28|      0.99|  0.0563|     44.12|  1        |          4|Sy1
1016|   SWIFT J1856.2-7829|284.3914|-78.4950|   15.87|       2MASX J18570768-7828212|                               |284.2823|-78.4725|   25.72|   22.86|   28.70|  |   2.01|   1.84|   2.17|      0.81|  0.0420|     44.04|  1        |          4|Sy1
1017|   SWIFT J1858.9+0329|284.6930|  3.4616|    7.70|                 XTE J1858+034|                               |284.6790|  3.4340|   10.25|    8.31|   12.39|  |   3.25|   2.81|   3.78|      1.21|     NA |        NA|  1        |         13|HMXB
1018|   SWIFT J1900.2-2455|285.0387|-24.9190|  258.50|             HETE J1900.1-2455|                               |285.0360|-24.9205|  451.08|  448.25|  453.91|  |   2.27|   2.26|   2.28|     60.04|     NA |        NA|  1        |         14|LMXB
1019|   SWIFT J1901.6+0129|285.4163|  1.4391|   36.19|                 XTE J1901+014|                               |285.4208|  1.4385|   62.66|   59.75|   65.61|  |   2.24|   2.17|   2.31|      2.09|     NA |        NA|  1        |         14|LMXB
